"Year","DoY","Date","Time","Hour","Daytime","NEE","FCH4","FH2O","LE","H","ET","Rg","Rn","Rainfall","PPFD","Tair","Tsoil_rep1","Tsoil_rep2","Tsoil_rep3","rH","VPD","SWC_rep1","SWC_rep2","SWC_rep3","Ustar","Wind_dir"
"-","-","-","-","-","-","umol_m-2_s-1","umol_m-2_s-1","mmol_m-2_s-1","Wm-2","Wm-2","mm_h-1","Wm-2","Wm-2","m","umol_m-2_s-1","degC","degC","degC","degC","%","hPa","m3m-3","m3m-3","m3m-3","ms-1","ms-1"
"2022","157.7082","2022-06-06","17:00","17","1","-7.0053","0.441842","7.66831","336.549","25.6648","0.496906","452.225","279.175","0","918.907","26.006","21.9","23","23.61","33.2469","22.4349156888893","0.643","0.647522","0.582","0.328006","160.774"
"2022","157.729","2022-06-06","17:30","17.5","1","-4.51295","0.459544","6.32712","277.8","5.97134","0.409997","351.576","190.434","0","714.393","25.697","21.966","23.074","23.701","35.9006","21.1522828324584","0.643025","0.646311","0.581994","0.288669","157.245"
"2022","157.7498","2022-06-06","18:00","18","1","-5.05141","0.368712","2.87772","126.397","5.51661","0.186476","256.275","109.98","0","514.607","25.172","22.098","23.281","23.847","39.9106","19.2199393456119","0.6439","0.646267","0.581489","0.19772","162.962"
"2022","157.7707","2022-06-06","18:30","18.5","1","1.87763","0.350799","2.24597","98.7264","-26.5215","0.145539","156.478","32.935","0","304.597","24.299","22.1","23.296","23.9","45.7628","16.4665414768437","0.643822","0.646753","0.581011","0.221907","153.499"
"2022","157.7915","2022-06-07","19:00","19","1","0.712022","0.321438","1.2698","55.9342","-23.3797","0.0823","33.9823","-45.9163","0","84.5355","23.119","22.1","23.297","23.9","51.7895","13.6331116536508","0.644","0.646994","0.581","0.202753","155.707"
"2022","157.8123","2022-06-07","19:30","19.5","1","12.2629","0.391614","1.85867","81.9543","-67.2476","0.120442","8.65461","-65.4761","0","22.9955","22.309","22.1","23.291","23.9","55.8453","11.887548636753","0.643994","0.646981","0.581053","0.262829","151.893"
"2022","157.8332","2022-06-07","20:00","20","0","5.91489","0.230741","0.16575","7.31543","-22.2264","0.0107","0.456098","-72.35","0","1.29166","21.433","22.287","23.288","23.866","60.3418","10.1210007265406","0.643978","0.646942","0.581964","0.207915","120.603"
"2022","157.854","2022-06-07","20:30","20.5","0","1.50102","0.0355","0.0597","2.63737","-5.98555","0.00387","0.0357","-70.4782","0","0.0331","20.502","22.406","23.277","23.703","64.903","8.45876140887991","0.643689","0.647011","0.582","0.0986","66.1335"
"2022","157.8748","2022-06-07","21:00","21","0","-9999","-0.00402","-0.00642","-0.283982","-0.622537","-0.000416","0.0225","-68.7621","0","0.0464","19.593","22.599","23.294","23.7","69.5115","6.94600520741423","0.642306","0.647","0.582","0.0676","42.0445"
"2022","157.8956","2022-06-07","21:30","21.5","0","-9999","5.18e-05","-0.00286","-0.126662","-2.09608","-0.000185","0.0278","-66.2015","0","0.00397","18.676","22.746","23.297","23.7","73.3089","5.74300689409765","0.642928","0.647","0.582","0.0797","51.0795"
"2022","157.9165","2022-06-07","22:00","22","0","1.46799","0.0198","-0.0534","-2.36495","-9.35389","-0.00346","0.0119","-64.0348","0","0.0318","18.427","22.8","23.295","23.7","76.5938","4.9582935200634","0.641222","0.646817","0.581917","0.108783","72.0012"
"2022","157.9373","2022-06-07","22:30","22.5","0","15.8185","0.150079","0.125833","5.56748","-33.1956","0.00815","-0.0172","-67.165","0","0.0212","18.835","22.674","23.299","23.7","77.9419","4.79356007223181","0.640897","0.646283","0.581094","0.21763","111.806"
"2022","157.9581","2022-06-07","23:00","23","0","17.7509","0.240532","0.380642","16.8382","-41.7883","0.0247","-0.00728","-67.6628","0","0.0159","19.103","22.6","23.3","23.7","77.0271","5.07657434616998","0.640047","0.646183","0.581003","0.262738","136.828"
"2022","157.979","2022-06-07","23:30","23.5","0","9.66203","0.426519","0.250402","11.0773","-39.3258","0.0162","-0.0152","-66.8891","0","0.00927","18.974","22.6","23.3","23.7","79.1167","4.57782341816036","0.640006","0.645933","0.581","0.283061","154.122"
"2022","158","2022-06-07","00:00","0","0","7.49281","0.454284","0.233595","10.3358","-40.03","0.0151","-0.00397","-62.6752","0","0.0238","18.693","22.6","23.188","23.658","82.4212","3.78637767623134","0.64","0.645881","0.580967","0.264362","152.933"
"2022","158.0208","2022-06-07","00:30","0.5","0","4.67778","0.32445","0.24287","10.7478","-25.6758","0.0157","-0.00265","-58.739","0","0.0185","18.514","22.6","23.031","23.501","84.7458","3.24906347077066","0.64","0.645636","0.580025","0.237085","152.825"
"2022","158.0416","2022-06-07","01:00","1","0","8.29394","0.373229","0.18377","8.1341","-35.7373","0.0119","-0.00993","-58.6445","0","-0.00132","18.296","22.6","23","23.5","87.4768","2.63116980354283","0.64","0.645522","0.580183","0.282172","150.038"
"2022","158.0624","2022-06-07","01:30","1.5","0","6.68792","0.36135","0.104078","4.60781","-32.6147","0.00674","0.00199","-58.3902","0","0.00662","18.035","22.6","23","23.496","91.8479","1.68493834139969","0.64","0.645578","0.580397","0.273572","150.738"
"2022","158.0833","2022-06-07","02:00","2","0","2.88914","0.162542","-0.00158","-0.0701","-16.8949","-0.000103","-0.0205","-56.9434","0","-0.00132","17.757","22.6","23","23.334","95.7319","0.866863198224399","0.64","0.645844","0.580856","0.165538","138.98"
"2022","158.1041","2022-06-07","02:30","2.5","0","5.36347","0.190484","-0.0537","-2.3793","-16.561","-0.00348","-0.0384","-54.8835","0","-0.0159","17.632","22.6","23","23.3","98.1081","0.381234525954418","0.64","0.645806","0.580994","0.120447","125.092"
"2022","158.1249","2022-06-07","03:00","3","0","7.93075","0.202588","-0.110419","-4.8902","-22.4933","-0.00716","-0.00199","-54.1553","0","0.0305","17.709","22.6","23","23.22","98.8667","0.229481266296334","0.64","0.645878","0.581","0.19338","128.052"
"2022","158.1458","2022-06-07","03:30","3.5","0","5.16429","0.166279","-0.291091","-12.8951","-12.5365","-0.0189","-0.000662","-53.03","0","0.00927","17.466","22.6","22.981","23","99.972","0.00558345006958916","0.64","0.645972","0.581","0.124905","47.1302"
"2022","158.1666","2022-06-07","04:00","4","0","4.46145","0.0972","0.439128","19.458","-5.16076","0.0285","0.0212","-50.3064","0","0.00397","17.135","22.6","22.894","23","99.9646","0.0069128784586484","0.64","0.646","0.581022","0.0747","35.6692"
"2022","158.1874","2022-06-07","04:30","4.5","0","-9999","0.033","-1.17023","-51.8562","7.14017","-0.0758","0.0437","-48.1742","0","0.109957","17.025","22.6","22.8","22.938","99.962","0.00736908552715657","0.64","0.645983","0.581572","0.105146","37.9178"
"2022","158.2083","2022-06-07","05:00","5","0","-9999","0.159291","-2.08136","-92.2158","-2.58577","-0.134872","2.83257","-45.4768","0","5.87407","17.237","22.599","22.8","22.801","99.9673","0.00642697660742821","0.64","0.645956","0.583008","0.167516","56.2683"
"2022","158.2291","2022-06-07","05:30","5.5","1","6.81365","0.0618","-0.0243","-1.07445","-2.55835","-0.00157","18.4392","-32.9077","0","45.0014","17.414","22.553","22.8","22.8","99.9664","0.00667817128596147","0.64","0.6459","0.583622","0.108965","63.3551"
"2022","158.2499","2022-06-07","06:00","6","1","1.7028","0.218706","-0.386254","-17.1008","-3.19965","-0.025","29.3173","-20.6151","0","88.4052","17.854","22.404","22.8","22.669","99.9633","0.00749954966078771","0.640039","0.6459","0.583989","0.147447","92.2419"
"2022","158.2707","2022-06-07","06:30","6.5","1","6.72285","0.107485","0.115433","5.10655","-30.4578","0.00748","47.7963","-3.26312","0","143.969","18.711","22.401","22.775","22.6","99.2933","0.152390796533667","0.640156","0.645767","0.584","0.27452","107.94"
"2022","158.2916","2022-06-07","07:00","7","1","-9999","0.205793","0.87047","38.465","-31.0986","0.0564","88.2718","23.4643","0","233.066","19.922","22.4","22.612","22.6","90.9285","2.10932118706176","0.640206","0.645683","0.584","0.309834","158.4"
"2022","158.3124","2022-06-07","07:30","7.5","1","-6.31335","0.282748","1.66424","73.4453","-9.17875","0.107842","176.189","106.932","0","389.81","21.03","22.4","22.6","22.487","83.1383","4.1981227955024","0.641083","0.645456","0.583978","0.316939","156.977"
"2022","158.3332","2022-06-07","08:00","8","1","-9.38938","0.235792","2.24291","98.8743","-1.68067","0.145341","320.935","225.473","0","634.703","21.921","22.4","22.6","22.4","78.8217","5.56850644886014","0.641189","0.645378","0.583878","0.350996","157.889"
"2022","158.3541","2022-06-07","08:30","8.5","1","-13.9209","0.373064","3.51047","154.564","14.2434","0.227479","441.182","317.237","0","888.642","22.958","22.4","22.6","22.4","75.3026","6.91629910219535","0.641617","0.645417","0.583806","0.302545","160.24"
"2022","158.3749","2022-06-07","09:00","9","1","-11.5941","0.186445","2.52847","111.254","15.6836","0.163845","376.919","261.461","0","765.203","23.685","22.4","22.6","22.4","71.5276","8.33124984244038","0.640539","0.645261","0.583789","0.306164","163.489"
"2022","158.3957","2022-06-07","09:30","9.5","1","-13.185","0.316195","4.02599","177.032","31.4984","0.260884","482.697","349.666","0","978.23","24.208","22.4","22.6","22.4","69.7447","9.13560090263615","0.640011","0.645211","0.583772","0.302665","163.095"
"2022","158.4165","2022-06-07","10:00","10","1","-14.051","0.345271","4.28993","188.583","46.9762","0.277987","489.122","356.938","0","1013.28","24.442","22.4","22.602","22.407","69.2376","9.41988338460254","0.64","0.645111","0.58385","0.308286","162.772"
"2022","158.4374","2022-06-07","10:30","10.5","1","-17.8839","0.364355","7.21901","316.908","120.264","0.467792","821.082","622.322","0","1654.62","25.4570000000001","22.4","22.632","22.564","67.0222","10.728467640783","0.640094","0.645111","0.583422","0.378299","162.079"
"2022","158.4582","2022-06-07","11:00","11","1","-16.1284","0.407023","7.27415","319.301","59.9019","0.471365","562.301","424.396","0","1164.44","25.77","22.4","22.684","22.6","62.2388","12.5149413610898","0.640272","0.645189","0.583789","0.32592","166.191"
"2022","158.479","2022-06-07","11:30","11.5","1","-19.1957","0.429265","9.57578","419.917","111.054","0.62051","904.715","692.163","0","1831.61","26.494","22.4","22.799","22.657","59.9899","13.8401287106972","0.640064","0.645267","0.583767","0.397992","161.311"
"2022","158.4999","2022-06-07","12:00","12","1","-14.1963","0.314669","7.71446","338.214","85.7794","0.499897","814.665","619.894","0","1664.56","26.823","22.4","22.8","22.802","57.5052","14.9871681690399","0.640003","0.6456","0.583983","0.362204","157.994"
"2022","158.5207","2022-06-07","12:30","12.5","1","-13.8289","0.395826","8.40124","368.209","43.1897","0.544401","744.459","576.623","0","1429.33","27.196","22.404","22.811","22.989","55.506","16.0397927798127","0.639994","0.645728","0.583572","0.345463","162.523"
"2022","158.5415","2022-06-07","13:00","13","1","-15.51","0.388098","8.87376","388.854","71.1228","0.575019","707.664","530.409","0","1440.65","27.443","22.449","22.996","23.26","53.8791","16.8686511427257","0.64","0.645944","0.582931","0.37678","159.801"
"2022","158.5624","2022-06-07","13:30","13.5","1","-16.4078","0.39744","9.68757","424.425","48.4258","0.627754","648.275","488.984","0","1317.67","27.645","22.598","23","23.528","52.6613","17.5198549977998","0.64","0.645864","0.581811","0.391517","164.647"
"2022","158.5832","2022-06-07","14:00","14","1","-18.2586","0.246831","10.3709","454.451","32.1081","0.672033","650.666","450.715","0","1338.72","27.496","22.6","23.202","23.764","54.0694","16.8512397807878","0.640036","0.644625","0.581653","0.512523","162.04"
"2022","158.604","2022-06-07","14:30","14.5","1","-14.3516","0.459685","9.53769","417.837","39.0371","0.618043","645.293","476.205","0","1342.64","27.836","22.6","23.302","24.02","52.4733","17.7867622448226","0.640591","0.643089","0.581","0.484596","162.034"
"2022","158.6249","2022-06-07","15:00","15","1","-17.6171","0.546064","10.9324","478.776","5.98348","0.708422","633.521","469.895","0","1309.58","28.101","22.607","23.448","24.326","50.12","18.9581735744239","0.640894","0.643","0.580478","0.392498","164.574"
"2022","158.6457","2022-06-07","15:30","15.5","1","-15.0474","0.491257","9.77614","428.108","-19.7464","0.633494","463.718","339.993","0","991.053","28.355","22.782","23.5","24.559","47.6213","20.2043377252387","0.641","0.643","0.578425","0.346741","166.726"
"2022","158.6665","2022-06-07","16:00","16","1","-15.2457","0.490515","9.28125","406.424","-9.06842","0.601425","480.414","344.483","0","1011.87","28.414","22.8","23.631","24.799","47.7725","20.2152275785513","0.641","0.643","0.578569","0.425235","163.798"
"2022","158.6873","2022-06-07","16:30","16.5","1","-9.81436","0.41544","5.77429","252.813","9.25779","0.374174","475.359","329.438","0","983.8","28.578","22.8","23.7","24.92","46.9956","20.7122929800981","0.641","0.643","0.579353","0.42887","162.646"
"2022","158.7082","2022-06-07","17:00","17","1","-5.75403","0.389597","4.77683","209.321","-58.4069","0.309539","229.207","142.459","0","506.827","28.074","22.816","23.701","25.1","48.441","19.565520134042","0.641","0.642981","0.579514","0.348768","163.632"
"2022","158.729","2022-06-07","17:30","17.5","1","-6.68866","0.345474","4.32763","189.517","-17.3741","0.28043","336.462","208.368","0","695.104","28.424","22.997","23.817","25.192","48.9877","19.7563492080298","0.641011","0.642719","0.577122","0.232016","163.364"
"2022","158.7498","2022-06-07","18:00","18","1","-1.68665","0.335145","2.95298","129.443","-43.6699","0.191353","124.839","47.6363","0","277.866","27.9","23","23.875","25.383","50.7593","18.497174495097","0.641","0.642544","0.577","0.320975","161.206"
"2022","158.7707","2022-06-07","18:30","18.5","1","2.73884","0.36097","2.43513","106.803","-54.8555","0.157796","46.1089","-0.38327","0","113.701","27.655","23","23.896","25.399","51.3492","18.0159847339062","0.641","0.64207","0.579105","0.258406","159.916"
"2022","158.7915","2022-06-08","19:00","19","1","20.5003","0.169425","1.52218","66.8142","-43.4221","0.0986","34.866","-7.13371","0","75.1203","26.958","23","23.9","25.323","54.5791","16.1467757245625","0.641","0.642067","0.580608","0.207704","136.789"
"2022","158.8123","2022-06-08","19:30","19.5","1","-9999","-0.0292","0.0674","2.9627","-17.0665","0.00437","9.7409","-33.9808","0","22.2894","25.151","23","23.888","25.111","63.39","11.6952846565432","0.641","0.642","0.580292","0.0971","69.9803"
"2022","158.8332","2022-06-08","20:00","20","0","-6.74437","0.0512","-0.00109","-0.0479","-5.527","-7.05e-05","0.505745","-20.0221","0","1.11149","24.34","23","23.8200000000001","25.1","66.6167","10.1601806961786","0.641","0.642","0.580542","0.10171","62.3503"
"2022","158.854","2022-06-08","20:30","20.5","0","-9999","-0.0493","0.0734","3.23018","-12.0653","0.00476","0.0179","-14.4532","0","0.0477","24.383","23","23.703","24.97","66.022","10.3678501104111","0.641","0.642","0.579847","0.139822","78.9489"
"2022","158.8748","2022-06-08","21:00","21","0","38.177","0.565824","1.15331","50.7126","-66.4214","0.0747","-0.0139","-11.4126","0","0.0132","25.08","23","23.7","24.9","64.1644","11.3995837754667","0.640994","0.641942","0.579597","0.343255","147.656"
"2022","158.8956","2022-06-08","21:30","21.5","0","6.4939","0.34095","0.808271","35.5298","-42.1234","0.0524","-0.0139","-16.5949","0","0.0371","25.426","23","23.7","24.763","64.8795","11.4045119506689","0.640894","0.641019","0.579","0.380492","159.909"
"2022","158.9165","2022-06-08","22:00","22","0","4.41939","0.224822","0.780456","34.3129","-29.5948","0.0506","0.000662","-16.6155","0","0.0252","25.182","23.002","23.7","24.694","67.305","10.4639116732501","0.640455","0.641","0.578127","0.322892","158.851"
"2022","158.9373","2022-06-08","22:30","22.5","0","7.42986","0.186687","0.685026","30.1259","-24.3509","0.0444","0.00861","-13.3123","0","0.0146","24.867","23","23.692","24.419","69.6467","9.5337570582186","0.63995","0.641028","0.578006","0.212112","155.491"
"2022","158.9581","2022-06-08","23:00","23","0","3.71338","0.25286","0.698896","30.7398","-23.5768","0.0453","0.0245","-17.2819","0","0.0411","24.755","23.011","23.562","24.4","71.6063","8.85882451716202","0.639256","0.641017","0.578395","0.234504","158.756"
"2022","158.979","2022-06-08","23:30","23.5","0","13.7282","0.23351","0.452242","19.8976","-26.1762","0.0293","0.0165","-21.3488","0","0.045","24.468","23.005","23.509","24.24","73.7339","8.05558103013953","0.639144","0.641","0.578947","0.211094","158.496"
"2022","159","2022-06-08","00:00","0","0","18.0868","0.331607","0.261905","11.5282","-27.5228","0.017","0.0185","-26.4794","0","0.0411","24.002","23.102","23.5","24.199","76.9357","6.87869497629296","0.639092","0.641","0.579539","0.240936","169.906"
"2022","159.0208","2022-06-08","00:30","0.5","0","9.54878","0.338434","0.21941","9.65856","-20.5969","0.0142","0.00927","-25.3412","0","0.0053","23.922","23.244","23.5","23.9450000000001","78.6213","6.34540613318781","0.638956","0.641","0.580822","0.191844","161.026"
"2022","159.0416","2022-06-08","01:00","1","0","3.50895","0.266489","0.229095","10.087","-22.1584","0.0148","0.00463","-41.9072","0","0.045","23.777","23.223","23.5","23.9","80.403","5.76607989686256","0.638886","0.641","0.581","0.219461","170.345"
"2022","159.0624","2022-06-08","01:30","1.5","0","3.98215","0.274665","0.0865","3.81017","-19.0776","0.00561","0.0185","-44.7303","0","0.0331","23.466","23.298","23.5","23.867","82.4404","5.07071343381981","0.638742","0.641","0.581","0.163802","170.998"
"2022","159.0833","2022-06-08","02:00","2","0","4.57075","0.356654","0.0585","2.57734","-24.9791","0.00379","0.00662","-43.2378","0","6.67e-09","23.349","23.289","23.5","23.701","83.296","4.78970683460832","0.638775","0.641017","0.581","0.236349","172.883"
"2022","159.1041","2022-06-08","02:30","2.5","0","15.2599","0.30642","-0.143124","-6.30657","-33.156","-0.00927","0.0139","-33.7944","0","0.0358","23.003","23.3","23.454","23.7","86.303","3.84619266240176","0.638422","0.641017","0.581","0.229798","196.822"
"2022","159.1249","2022-06-08","03:00","3","0","3.68628","0.242338","0.00853","0.375689","-14.9723","0.000552","0.0146","-41.6758","0","0.0371","22.944","23.291","23.353","23.559","87.8946","3.38714300974338","0.638795","0.641022","0.580764","0.122408","166.541"
"2022","159.1458","2022-06-08","03:30","3.5","0","4.73751","0.33487","0.0611","2.6922","-22.6479","0.00396","0.00728","-42.1942","0","0.0119","22.869","23.298","23.3","23.5","87.7438","3.41379450481976","0.638425","0.64105","0.580083","0.175276","163.235"
"2022","159.1666","2022-06-08","04:00","4","0","3.38891","0.31649","0.0637","2.80678","-15.0986","0.00413","-0.00331","-41.1084","0","-0.00662","22.662","23.297","23.3","23.5","90.9478","2.48991646260474","0.638194","0.641189","0.580669","0.125517","163.073"
"2022","159.1874","2022-06-08","04:30","4.5","0","4.17088","0.313925","0.138189","6.09094","-23.7784","0.00895","0.0331","-37.2456","0","0.0901","22.64","23.297","23.3","23.373","91.0914","2.44714818977698","0.638011","0.641425","0.580928","0.155504","161.852"
"2022","159.2083","2022-06-08","05:00","5","0","3.74261","0.301955","0.0798","3.51685","-21.3274","0.00517","3.13112","-40.0214","0","6.07147","22.61","23.291","23.261","23.3","91.3718","2.36581175669441","0.638086","0.641703","0.581","0.132452","163.98"
"2022","159.2291","2022-06-08","05:30","5.5","1","2.49301","0.355815","0.253534","11.1737","-27.8668","0.0164","23.1716","-23.0922","0","48.8446","22.721","23.254","23.045","23.295","90.0578","2.74452784472141","0.638011","0.641964","0.581","0.229493","162.102"
"2022","159.2499","2022-06-08","06:00","6","1","0.120097","0.20846","0.241415","10.6371","-15.3695","0.0156","46.7457","-2.37753","0","100.062","22.912","23.3","23","23.049","88.6142","3.17962809921977","0.638083","0.641989","0.58105","0.208324","163.15"
"2022","159.2707","2022-06-08","06:30","6.5","1","-1.77367","0.182141","0.352659","15.5354","-16.5483","0.0229","71.608","18.6971","0","159.045","23.067","23.297","23","23","88.4662","3.25132107159178","0.638164","0.642","0.581522","0.274862","171.359"
"2022","159.2916","2022-06-08","07:00","7","1","-2.88285","0.287869","0.749582","33.0068","-14.9025","0.0486","95.7653","41.446","0","219.501","23.406","23.3","23","23","86.6643","3.83705741965772","0.638142","0.642","0.582767","0.28171","173.718"
"2022","159.3124","2022-06-08","07:30","7.5","1","-3.44507","0.351875","0.902193","39.7009","-12.6117","0.0585","114.288","62.6458","0","272.577","24.035","23.3","23","22.998","82.6041","5.19844509394759","0.638039","0.642","0.582989","0.24821","166.613"
"2022","159.3332","2022-06-08","08:00","8","1","-10.5618","0.370604","2.56124","112.561","24.8292","0.165968","403.357","301.198","0","803.023","25.019","23.3","23","22.944","78.2711","6.88704968964715","0.638006","0.642","0.583","0.207282","171.783"
"2022","159.3541","2022-06-08","08:30","8.5","1","-16.6045","0.437911","4.62875","203.136","62.9907","0.299943","557.081","411.412","0","1102.21","26.0700000000001","23.3","23","22.956","74.1444","8.72271871072496","0.638","0.642","0.583036","0.215512","179.461"
"2022","159.3749","2022-06-08","09:00","9","1","-18.6815","0.411255","6.5449","286.869","133.254","0.424109","638.66","475.317","0","1275.67","27.156","23.3","23","23","69.1785","11.0849088155378","0.638","0.641994","0.583072","0.346388","216.485"
"2022","159.3957","2022-06-08","09:30","9.5","1","-18.759","0.416578","8.10156","354.765","140.801","0.524981","714.215","534.265","0","1435.25","28.045","23.315","23.052","23.013","66.0897","12.8464949498674","0.638","0.642","0.582994","0.357347","250.721"
"2022","159.4165","2022-06-08","10:00","10","1","-18.74","0.400135","8.97434","392.762","142.815","0.581537","785.878","594.773","0","1586.79","28.491","23.433","23.295","23.302","63.7548","14.0920063873156","0.638006","0.642178","0.582028","0.373677","222.345"
"2022","159.4374","2022-06-08","10:30","10.5","1","-21.5793","0.521871","10.9829","480.318","110.715","0.711689","847.723","638.121","0","1717.35","29.042","23.5","23.301","23.516","62.0654","15.227507913764","0.638006","0.642867","0.581756","0.297489","204.87"
"2022","159.4582","2022-06-08","11:00","11","1","-16.2788","0.439139","9.03935","395.089","132.284","0.58575","878.677","679.479","0","1781.04","29.506","23.5","23.474","23.802","58.3482","17.1737091009331","0.638006","0.641728","0.581147","0.298546","190.585"
"2022","159.479","2022-06-08","11:30","11.5","1","-14.0543","0.434537","9.20431","401.997","172.867","0.596439","960.465","749.432","0","1937.22","30.325","23.5","23.543","24.224","57.2826","18.4619816212517","0.637997","0.641039","0.580889","0.403413","243.517"
"2022","159.4999","2022-06-08","12:00","12","1","-18.6878","0.598558","11.0893","484.258","75.0746","0.71859","865.72","675.024","0","1756.66","30.4","23.646","23.724","24.702","55.8117","19.1799166228727","0.637936","0.641522","0.579042","0.251672","204.225"
"2022","159.5207","2022-06-08","12:30","12.5","1","-13.5259","0.746976","9.35997","408.771","64.9057","0.606526","729.693","535.438","0","1364.42","30.465","23.718","23.902","25.154","57.0548","18.7098517263541","0.638753","0.641933","0.579625","0.207767","188.34"
"2022","159.5415","2022-06-08","13:00","13","1","-12.8243","1.04121","10.1207","442.156","2.13427","0.655822","575.895","442.342","0","1201.15","30.264","23.892","24.22","25.62","59.4836","17.4496201894206","0.638003","0.640561","0.578105","0.134257","132.479"
"2022","159.5624","2022-06-08","13:30","13.5","1","-11.8514","0.587575","8.50398","371.288","42.5468","0.551058","608.776","444.139","0","1269.4","30.819","23.901","24.437","26.138","54.7231","20.1289639175526","0.6376","0.639222","0.577686","0.139082","196.764"
"2022","159.5832","2022-06-08","14:00","14","1","-14.2672","0.707973","10.1133","441.235","70.8999","0.655343","832.144","586.662","0","1718.16","30.996","24.107","24.717","26.5700000000001","53.7201","20.7837102713923","0.636639","0.639014","0.575944","0.127191","174.262"
"2022","159.604","2022-06-08","14:30","14.5","1","-5.92446","0.617673","5.63517","246.285","-13.8598","0.365159","334.012","237.032","0","725.289","30.208","24.2","24.9","26.933","59.3445","17.4533949379344","0.636828","0.638828","0.576028","0.162252","127.806"
"2022","159.6249","2022-06-08","15:00","15","1","-9.69686","0.85291","8.48376","370.434","-14.5568","0.549747","467.827","353.215","0","982.261","30.987","24.334","25.089","27.372","55.5103","19.9695036002151","0.636931","0.637039","0.575544","0.192405","171.567"
"2022","159.6457","2022-06-08","15:30","15.5","1","-9999","0.503202","5.07764","221.988","67.8445","0.329031","346.273","261.098","0","735.097","29.84","24.4","25.335","27.679","65.5226","14.4916150026198","0.637","0.636786","0.574764","0.0924","86.244"
"2022","159.6665","2022-06-08","16:00","16","1","-7.55121","0.602842","7.5239","328.521","5.97088","0.487549","492.801","368.973","0","1029.82","30.995","24.562","25.411","27.903","60.6428","17.6738065976851","0.637833","0.637705","0.574","0.163181","139.983"
"2022","159.6873","2022-06-08","16:30","16.5","1","-14.1839","0.819295","8.76577","382.604","-2.27452","0.568022","435.557","313.138","0","919.444","31.49","24.7","25.595","28","54.0836","21.2084685986286","0.638717","0.637717","0.573994","0.269373","165.447"
"2022","159.7082","2022-06-08","17:00","17","1","-9.35599","0.63301","6.49889","283.751","-15.1488","0.421128","410.98","283.485","0","850.865","31.17","24.702","25.6","28","55.7512","20.0695759718803","0.638058","0.636628","0.572753","0.253692","166.683"
"2022","159.729","2022-06-08","17:30","17.5","1","3.26149","0.287522","2.78212","121.632","-22.056","0.180281","166.186","91.091","0","374.221","30.374","24.818","25.601","28","59.5532","17.5297956648605","0.638","0.637061","0.571408","0.193772","149.344"
"2022","159.7498","2022-06-08","18:00","18","1","11.7838","0.327714","3.89573","170.289","-55.2997","0.252443","199.084","112.346","0","405.679","30.592","24.9","25.675","28","56.036","19.293395826116","0.638","0.637933","0.571031","0.259655","144.364"
"2022","159.7707","2022-06-08","18:30","18.5","1","6.64115","0.0575","0.422706","18.5102","-6.72201","0.0274","93.1578","33.9686","0","195.661","28.892","24.9","25.839","28","65.2608","13.824283016315","0.638","0.638","0.571025","0.0795","84.5553"
"2022","159.7915","2022-06-09","19:00","19","1","9.92091","0.633719","2.49374","109.241","-63.0839","0.161594","28.8169","-8.36809","0","60.1874","28.717","24.9","25.855","27.905","65.1403","13.7322659464513","0.638011","0.638","0.571272","0.479425","155.569"
"2022","159.8123","2022-06-09","19:30","19.5","1","4.76523","0.739264","2.18082","95.6066","-53.5602","0.141317","7.98138","-32.2129","0","17.1585","28.111","24.9","25.742","27.8","66.8099","12.6220992455782","0.638","0.638","0.572992","0.519156","168.253"
"2022","159.8332","2022-06-09","20:00","20","0","4.19201","0.471341","2.00519","87.9737","-37.4281","0.129937","0.151591","-29.0455","0","0.400084","27.348","24.9","25.603","27.612","70.2671","10.8144343201294","0.638","0.638","0.573989","0.368026","161.015"
"2022","159.854","2022-06-09","20:30","20.5","0","3.41687","0.427622","0.58964","25.8855","-24.1015","0.0382","0.0232","-26.8421","0","0.0556","26.677","24.9","25.6","27.461","74.8523","8.79328305562075","0.638","0.638","0.573553","0.306658","169.54"
"2022","159.8748","2022-06-09","21:00","21","0","4.65432","0.613371","0.955911","41.9786","-30.3915","0.0619","0.00794","-31.4708","0","0.0199","26.3440000000001","24.847","25.6","27.193","76.8355","7.94238067361334","0.638372","0.638","0.573147","0.30582","167.459"
"2022","159.8956","2022-06-09","21:30","21.5","0","1.90654","-9999","1.36671","59.6873","-24.4095","0.0886","0.0159","-53.8572","0","0.0344","26.013","24.911","25.6","26.903","78.7374","7.14906506238567","0.63865","0.638","0.573811","0.208344","172.332"
"2022","159.9165","2022-06-09","22:00","22","0","2.74632","0.391507","1.17195","51.4959","-18.6043","0.0759","0.0192","-41.698","0","0.0185","25.79","25.093","25.556","26.785","79.6871","6.74015343779443","0.638117","0.638678","0.574608","0.235927","163.815"
"2022","159.9373","2022-06-09","22:30","22.5","0","2.39924","0.35728","0.965665","42.4444","-17.688","0.0626","-0.00596","-46.2261","0","0.0371","25.504","25.242","25.438","26.7","80.7721","6.27278526767779","0.637625","0.638494","0.574625","0.259127","172.861"
"2022","159.9581","2022-06-09","23:00","23","0","3.96548","0.376804","0.793065","34.8707","-30.4186","0.0514","0.0139","-44.495","0","0.0053","25.085","25.4","25.4","26.612","83.065","5.38876067458063","0.637","0.638","0.574","0.302115","162.763"
