date,time,DOY,LOGGERPOWER_1_1_1,LOGGERTEMP_1_1_1,VIN_1_1_1,PPFD_1_1_1,P_RAIN_1_1_1,RG_1_1_1,RH_1_1_1,RN_1_1_1,SHF_1_1_1,SHF_2_1_1,SHF_3_1_1,SHFSENS1_1_1_1,SHFSENS2_2_1_1,SHFSENS3_3_1_1,SWC_1_1_1,SWC_2_1_1,SWC_3_1_1,TA_1_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,VERSION_1_1_1,_0_0_1
[yyyy-mm-dd],[HH:MM],[ddd.ddd],[OTHER],[C],[V],[µmol/m^2/s],[m],[W/m^2],[%],[W/m^2],[W/m^2],[W/m^2],[W/m^2],[OTHER],[OTHER],[OTHER],[m^3/m^3],[m^3/m^3],[m^3/m^3],[K],[K],[K],[K],[OTHER],[OTHER]
2022-06-04,13:30,155.5624,1.00000,33.5867,13.4841,1489.10,0.00000,757.988,35.3087,462.512,-38829.5,26764.5,7776.30,1.00000,1.00000,1.00000,0.640303,0.645572,0.578483,300.813,295.950,296.818,297.367,2.00000,0.00000
2022-06-04,14:00,155.5832,1.00000,34.1500,13.4775,1558.41,0.00000,787.244,33.4085,468.222,-25583.8,12901.7,-11947.9,1.00000,1.00000,1.00000,0.639628,0.645164,0.579239,300.966,295.950,296.963,297.737,2.00000,0.00000
2022-06-04,14:30,155.6040,1.00000,34.4200,13.5111,1040.77,0.00000,516.513,35.4734,368.395,-32430.3,22216.6,-7359.57,1.00000,1.00000,1.00000,0.639117,0.645989,0.577950,300.671,295.950,297.123,298.041,2.00000,0.00000
2022-06-04,15:00,155.6249,1.00000,35.0633,13.4507,1206.67,0.00000,608.465,33.0752,448.489,-37170.2,27744.7,-3312.01,1.00000,1.00000,1.00000,0.639011,0.645317,0.576989,301.163,295.950,297.350,298.347,2.00000,0.00000
2022-06-04,15:30,155.6457,1.00000,34.6933,13.2775,788.151,0.00000,381.130,41.5045,255.485,-24901.8,37890.0,9727.31,1.00000,1.00000,1.00000,0.639000,0.644217,0.577514,299.931,295.983,297.514,298.595,2.00000,0.00000
2022-06-04,16:00,155.6665,1.00000,34.8633,13.4943,1382.71,0.00000,710.412,35.5559,524.208,-34651.8,26926.2,-1941.68,1.00000,1.00000,1.00000,0.639000,0.644247,0.575608,301.214,296.145,297.550,298.837,2.00000,0.00000
2022-06-04,16:30,155.6873,1.00000,35.2800,13.1153,301.064,0.00000,125.945,40.1868,52.6005,-40669.8,10639.5,-29733.3,1.00000,1.00000,1.00000,0.639000,0.645008,0.575000,299.515,296.150,297.550,299.050,2.00000,0.00000
2022-06-04,17:00,155.7082,1.00000,33.4867,13.5561,881.524,0.00000,441.732,47.5648,284.607,-10205.4,20815.9,-7491.93,1.00000,1.00000,1.00000,0.639000,0.645017,0.575000,299.635,296.150,297.578,299.249,2.00000,0.00000
2022-06-04,17:30,155.7290,1.00000,34.8100,13.3451,645.382,0.00000,329.289,43.1618,189.927,-26819.5,17124.5,-8131.43,1.00000,1.00000,1.00000,0.639689,0.645019,0.574883,300.145,296.150,297.567,299.350,2.00000,0.00000
2022-06-04,18:30,155.7707,1.00000,31.6667,12.7926,192.070,0.00000,95.5561,51.3642,6.14409,-24140.8,38816.2,23144.6,1.00000,1.00000,1.00000,0.640489,0.644680,0.574819,297.183,296.166,297.550,299.294,2.00000,0.00000
2022-06-04,19:00,155.7915,1.00000,29.0533,12.6995,90.4348,0.00000,45.4251,56.5745,-30.6982,-23773.7,32490.8,19239.3,1.00000,1.00000,1.00000,0.640750,0.644028,0.574997,296.160,296.449,297.550,299.062,2.00000,0.00000
2022-06-04,19:30,155.8123,1.00000,26.4700,12.6320,23.1903,0.00000,11.7639,59.5529,-58.0070,-10629.5,38979.3,32108.9,1.00000,1.00000,1.00000,0.639167,0.644039,0.575000,295.127,296.450,297.550,299.050,2.00000,0.00000
