date,time,DOY,LOGGERPOWER_1_1_1,LOGGERTEMP_1_1_1,VIN_1_1_1,PPFD_1_1_1,P_RAIN_1_1_1,RG_1_1_1,RH_1_1_1,RN_1_1_1,SHF_1_1_1,SHF_2_1_1,SHF_3_1_1,SHFSENS1_1_1_1,SHFSENS2_2_1_1,SHFSENS3_3_1_1,SWC_1_1_1,SWC_2_1_1,SWC_3_1_1,TA_1_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,VERSION_1_1_1
[yyyy-mm-dd],[HH:MM],[ddd.ddd],[OTHER],[C],[V],[µmol/m^2/s],[m],[W/m^2],[%],[W/m^2],[W/m^2],[W/m^2],[W/m^2],[OTHER],[OTHER],[OTHER],[m^3/m^3],[m^3/m^3],[m^3/m^3],[K],[K],[K],[K],[OTHER]
2022-06-29,12:00,180.4999,1.00000,32.2783,13.2858,1939.01,0.00000,966.023,50.4575,724.546,-23699.0,36029.2,13181.5,1.00000,1.00000,1.00000,0.640964,0.644446,0.591033,300.540,295.681,295.644,296.643,2.00000
2022-06-29,12:30,180.5207,1.00000,32.6600,13.3164,1729.18,0.00000,851.550,50.6409,647.489,-11083.3,31482.1,13361.0,1.00000,1.00000,1.00000,0.640886,0.643530,0.590147,300.712,295.750,295.781,296.952,2.00000
2022-06-29,13:00,180.5415,1.00000,33.2200,13.3285,1879.69,0.00000,899.493,52.0398,621.673,-17669.2,19831.7,-4295.79,1.00000,1.00000,1.00000,0.639567,0.643950,0.589228,301.042,295.750,295.978,297.432,2.00000
2022-06-29,13:30,180.5624,1.00000,34.0700,13.3244,1622.02,0.00000,794.651,54.2507,565.984,-28194.7,21288.3,-12020.5,1.00000,1.00000,1.00000,0.639011,0.642681,0.588000,301.117,295.793,296.233,297.929,2.00000
2022-06-29,14:00,180.5832,1.00000,34.5800,13.3393,1039.84,0.00000,505.024,57.4490,354.933,-38078.4,11046.0,605.731,1.00000,1.00000,1.00000,0.639378,0.642961,0.586575,300.935,295.949,296.544,298.377,2.00000
2022-06-29,14:30,180.6040,1.00000,34.2600,13.3745,1379.88,0.00000,684.350,60.0066,488.303,-32775.7,25193.2,-1655.82,1.00000,1.00000,1.00000,0.640028,0.643000,0.586564,300.863,295.950,296.773,298.804,2.00000
2022-06-29,15:00,180.6249,1.00000,34.7000,13.3512,872.378,0.00000,412.066,59.2746,296.893,-36141.8,25362.0,2901.92,1.00000,1.00000,1.00000,0.640045,0.642175,0.586250,301.036,296.088,297.002,299.231,2.00000
2022-06-29,15:30,180.6457,1.00000,34.3300,13.3906,915.442,0.00000,441.033,58.9017,316.707,-27467.4,19102.1,12275.9,1.00000,1.00000,1.00000,0.640000,0.640017,0.584917,301.080,296.150,297.284,299.539,2.00000
2022-06-29,16:00,180.6665,1.00000,34.7800,13.3328,1169.77,0.00000,569.716,57.4063,404.160,-31757.7,28893.2,17080.9,1.00000,1.00000,1.00000,0.640000,0.640189,0.584242,301.408,296.158,297.490,299.822,2.00000
